Country Name,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Country Code_x,Life Expectancy,Code,Health Expenditure (% GDP),Country Code_y,OOP Expenditure,Country Code,Current Health Expenditure
Netherlands,2018,7.463,10.934,0.939,71.325,0.92,0.156,0.371,0.748,0.205,NLD,81.8121951219512,NLD,8.238,NLD,627,NLD,5811
Netherlands,2019,7.425,10.947,0.941,71.4,0.886,0.207,0.36,0.728,0.231,NLD,82.1121951219512,NLD,8.392,NLD,639,NLD,6127
Netherlands,2020,7.504,10.902,0.944,71.475,0.935,0.145,0.281,0.691,0.247,NLD,81.3585365853659,NLD,9.472,NLD,624,NLD,6718
United Kingdom,2015,6.515,10.707,0.936,69.7,0.833,0.294,0.456,0.74,0.219,GBR,80.9560975609756,GBR,7.779,GBR,609.193678465455,GBR,4190.53565364736
United Kingdom,2016,6.824,10.721,0.954,69.8,0.821,0.244,0.458,0.732,0.23,GBR,81.1560975609756,GBR,7.772,GBR,625.229628709353,GBR,4320.89364463518
United Kingdom,2017,7.103,10.739,0.937,69.9,0.813,0.285,0.419,0.712,0.21,GBR,81.2560975609756,GBR,7.631,GBR,652.205881459843,GBR,4438.51618665048
United Kingdom,2018,7.233,10.75,0.928,70.0,0.838,0.22,0.404,0.736,0.228,GBR,81.2560975609756,GBR,7.658,GBR,713.733267275547,GBR,4606.09482415547
United Kingdom,2019,7.157,10.76,0.943,70.1,0.854,0.264,0.485,0.739,0.251,GBR,81.4048780487805,GBR,7.836,GBR,771.141556013854,GBR,4921.8931313963
United Kingdom,2020,6.798,10.639,0.929,70.2,0.885,0.196,0.49,0.717,0.225,GBR,80.3512195121951,GBR,9.923,GBR,711.195620882341,GBR,5581.50920369987
United Kingdom,2021,6.867,10.713,0.854,70.3,0.815,0.252,0.448,0.684,0.266,GBR,80.7,GBR,9.898,GBR,780.946558781181,GBR,6159.79634020859
United States,2015,6.864,10.975,0.904,66.6,0.849,0.213,0.698,0.769,0.275,USA,78.690243902439,USA,13.664,USA,1089.0186523285,USA,9248.93430579905
United States,2016,6.804,10.985,0.897,66.475,0.758,0.138,0.739,0.737,0.264,USA,78.5390243902439,USA,13.912,USA,1118.35096227621,USA,9599.8910461831
United States,2017,6.992,11.001,0.921,66.35,0.868,0.191,0.681,0.755,0.268,USA,78.5390243902439,USA,13.89,USA,1130.6866455728,USA,9902.81865605884
United States,2018,6.883,11.024,0.904,66.225,0.825,0.11,0.71,0.757,0.292,USA,78.6390243902439,USA,13.796,USA,1164.6019319085,USA,10280.5266287718
United States,2019,6.944,11.042,0.917,66.1,0.836,0.138,0.707,0.755,0.244,USA,78.7878048780488,USA,13.813,USA,1205.28419713374,USA,10658.3976786972
United States,2020,7.028,11.005,0.937,65.975,0.85,0.028,0.678,0.722,0.295,USA,76.9804878048781,USA,15.949,USA,1167.7345626147,USA,11758.4246948745
